awayTeamCode,game_id,homeTeamCode,homeTeamWon,isPlayoffGame,season,total_games_played_by_home,total_games_played_by_away,total_wins_home,total_losses_home,total_wins_away,total_losses_away,last_10_games_win_home,last_10_games_win_away,last_meeting_result,last_game_result_home,last_game_result_away
VAN,20200,TOR,1,0,2020,12,15,9,3,6,9,8,4,1,1.0,0.0
PIT,20201,NJD,1,0,2020,12,13,5,7,6,7,4,5,0,0.0,0.0
PHI,20202,WSH,1,0,2020,12,13,6,6,8,5,4,6,1,0.0,1.0
DET,20203,FLA,1,0,2020,13,13,9,4,3,10,6,2,1,0.0,1.0
TBL,20204,NSH,0,0,2020,13,13,5,8,10,3,3,7,1,0.0,1.0
EDM,20205,OTT,0,0,2020,13,14,2,11,7,7,1,6,1,0.0,1.0
WPG,20206,CGY,1,0,2020,11,11,5,6,7,4,5,6,1,1.0,1.0
STL,20207,MIN,1,0,2020,14,14,9,5,8,6,6,6,0,1.0,1.0
CHI,20208,DAL,0,0,2020,13,13,6,7,5,8,6,5,1,0.0,1.0
ARI,20209,COL,1,0,2020,14,12,8,6,4,8,6,3,1,0.0,0.0
ANA,20210,VGK,1,0,2020,12,13,10,2,5,8,8,4,0,1.0,1.0
SJS,20211,LAK,0,0,2020,11,12,3,8,4,8,3,3,0,0.0,0.0
BOS,20212,NYR,0,0,2020,12,13,5,7,10,3,4,9,1,0.0,1.0
TOR,20213,MTL,0,0,2020,12,13,8,4,10,3,7,8,0,1.0,1.0
WSH,20214,BUF,0,0,2020,14,13,4,10,7,6,3,5,1,0.0,1.0
PIT,20215,NYI,0,0,2020,13,14,7,6,6,8,5,4,1,1.0,0.0
NJD,20216,PHI,1,0,2020,14,13,8,6,6,7,5,4,1,0.0,1.0
TBL,20217,FLA,1,0,2020,14,14,10,4,11,3,6,8,1,1.0,1.0
CBJ,20218,CHI,0,0,2020,14,14,6,8,6,8,6,5,0,1.0,1.0
DET,20219,NSH,1,0,2020,14,14,5,9,3,11,3,1,1,0.0,0.0
EDM,20220,MTL,0,0,2020,13,15,8,5,8,7,6,6,0,0.0,1.0
OTT,20221,WPG,1,0,2020,12,14,7,5,2,12,6,1,0,0.0,0.0
CGY,20222,VAN,0,0,2020,16,12,6,10,6,6,4,5,1,0.0,1.0
STL,20223,MIN,1,0,2020,15,15,10,5,8,7,6,5,0,1.0,0.0
CAR,20224,DAL,0,0,2020,14,14,6,8,9,5,5,6,1,0.0,0.0
ARI,20225,COL,1,0,2020,15,13,9,6,4,9,6,3,1,1.0,0.0
ANA,20226,VGK,0,0,2020,13,14,11,2,5,9,8,4,0,1.0,0.0
SJS,20227,LAK,1,0,2020,12,13,3,9,5,8,3,4,0,0.0,1.0
BOS,20228,NYR,0,0,2020,13,14,5,8,11,3,4,9,1,0.0,1.0
WSH,20229,BUF,0,0,2020,15,14,4,11,8,6,3,6,1,0.0,1.0
BOS,20230,NYI,1,0,2020,14,15,7,7,12,3,4,9,1,0.0,1.0
NJD,20231,PHI,1,0,2020,15,14,9,6,6,8,6,4,1,1.0,0.0
TBL,20232,FLA,0,0,2020,15,15,11,4,11,4,6,7,1,1.0,0.0
CBJ,20233,CHI,1,0,2020,15,15,6,9,7,8,5,6,0,0.0,1.0
DET,20234,NSH,0,0,2020,15,15,6,9,3,12,4,1,1,1.0,0.0
MTL,20235,TOR,0,0,2020,14,14,11,3,8,6,8,6,1,1.0,0.0
OTT,20236,WPG,0,0,2020,13,15,8,5,2,13,6,1,0,1.0,0.0
CGY,20237,VAN,1,0,2020,17,13,6,11,7,6,4,5,1,0.0,1.0
CAR,20238,DAL,0,0,2020,15,15,6,9,10,5,4,7,1,0.0,1.0
STL,20239,ARI,0,0,2020,14,16,4,10,8,8,3,5,1,0.0,0.0
MIN,20240,LAK,0,0,2020,13,16,4,9,11,5,4,7,0,1.0,1.0
ANA,20241,SJS,0,0,2020,14,15,5,9,6,9,3,5,0,0.0,1.0
WSH,20242,PIT,1,0,2020,15,15,7,8,9,6,4,6,0,1.0,1.0
COL,20243,VGK,1,0,2020,14,16,11,3,10,6,7,7,1,0.0,1.0
NJD,20244,BOS,0,0,2020,16,15,12,4,6,9,8,3,1,0.0,0.0
NYI,20245,BUF,0,0,2020,16,15,4,12,8,7,2,5,1,0.0,1.0
CHI,20246,DET,0,0,2020,16,16,4,12,7,9,2,5,1,1.0,1.0
OTT,20247,TOR,0,0,2020,15,16,11,4,3,13,8,2,0,0.0,1.0
WPG,20248,EDM,0,0,2020,16,14,9,7,8,6,7,5,0,1.0,0.0
CGY,20249,VAN,0,0,2020,18,14,7,11,7,7,4,5,1,1.0,0.0
NSH,20250,DAL,0,0,2020,16,16,6,10,6,10,3,4,0,0.0,0.0
STL,20251,ARI,1,0,2020,15,17,4,11,9,8,2,5,1,0.0,1.0
ANA,20252,SJS,1,0,2020,15,16,5,10,7,9,3,5,0,0.0,1.0
NYI,20253,BUF,0,0,2020,17,16,4,13,9,7,1,6,1,0.0,1.0
PHI,20254,NYR,0,0,2020,14,16,5,9,10,6,4,7,0,0.0,1.0
CBJ,20255,CAR,1,0,2020,16,16,11,5,7,9,7,5,1,1.0,0.0
FLA,20256,TBL,0,0,2020,16,16,12,4,11,5,8,6,1,1.0,0.0
WSH,20257,PIT,0,0,2020,16,16,8,8,9,7,4,6,0,1.0,0.0
NSH,20258,DAL,0,0,2020,17,17,6,11,7,10,2,4,0,0.0,1.0
COL,20259,VGK,0,0,2020,15,17,12,3,10,7,8,6,1,1.0,0.0
MIN,20260,LAK,1,0,2020,14,17,4,10,12,5,3,8,0,0.0,1.0
CHI,20261,DET,0,0,2020,17,17,4,13,8,9,2,6,1,0.0,1.0
OTT,20262,TOR,1,0,2020,16,17,11,5,4,13,7,3,0,0.0,1.0
VAN,20263,CGY,0,0,2020,15,19,8,7,7,12,6,3,0,1.0,0.0
WPG,20264,EDM,1,0,2020,17,15,9,8,9,6,6,5,0,0.0,1.0
NJD,20265,BOS,0,0,2020,17,16,12,5,7,9,7,4,1,0.0,1.0
NYR,20266,PHI,0,0,2020,17,15,11,6,5,10,7,4,0,1.0,0.0
NYI,20267,PIT,1,0,2020,17,17,8,9,10,7,4,7,0,0.0,1.0
NSH,20268,CBJ,1,0,2020,17,18,7,10,8,10,5,4,0,0.0,1.0
SJS,20269,STL,1,0,2020,18,16,9,9,6,10,5,3,0,0.0,1.0
OTT,20270,TOR,1,0,2020,17,18,12,5,4,14,7,3,0,1.0,0.0
TBL,20271,DAL,0,0,2020,18,17,6,12,12,5,1,7,1,0.0,0.0
LAK,20272,ARI,0,0,2020,16,15,5,11,5,10,3,4,0,1.0,1.0
MIN,20273,ANA,0,0,2020,17,18,7,10,12,6,4,7,0,0.0,0.0
CHI,20274,CAR,1,0,2020,17,18,12,5,9,9,8,7,1,1.0,1.0
FLA,20275,DET,0,0,2020,18,17,4,14,12,5,2,6,0,0.0,1.0
EDM,20276,CGY,0,0,2020,16,18,8,8,10,8,6,7,0,0.0,1.0
WPG,20277,VAN,0,0,2020,20,16,8,12,9,7,3,5,1,1.0,0.0
BUF,20278,NJD,0,0,2020,17,18,8,9,4,14,5,1,1,1.0,0.0
NYR,20279,WSH,0,0,2020,17,16,10,7,6,10,6,5,0,1.0,1.0
CHI,20280,CAR,0,0,2020,18,19,13,5,9,10,8,7,1,1.0,0.0
NYI,20281,PIT,1,0,2020,18,18,9,9,10,8,5,7,0,1.0,0.0
NSH,20282,CBJ,0,0,2020,18,19,8,10,8,11,5,4,0,1.0,0.0
SJS,20283,STL,0,0,2020,19,17,10,9,6,11,5,3,0,1.0,0.0
TOR,20284,MTL,0,0,2020,15,18,9,6,13,5,6,7,0,1.0,1.0
CGY,20285,EDM,1,0,2020,19,17,11,8,8,9,8,5,0,1.0,0.0
TBL,20286,DAL,0,0,2020,19,18,6,13,13,5,1,8,1,0.0,1.0
VGK,20287,COL,1,0,2020,18,16,11,7,12,4,6,7,1,1.0,0.0
LAK,20288,ARI,0,0,2020,17,16,5,12,6,10,3,4,0,0.0,1.0
MIN,20289,ANA,0,0,2020,18,19,7,11,13,6,4,8,0,0.0,1.0
PHI,20290,BOS,1,0,2020,18,18,12,6,11,7,7,6,1,0.0,0.0
NYR,20291,WSH,0,0,2020,18,17,10,8,7,10,5,5,0,0.0,1.0
FLA,20292,DET,1,0,2020,19,18,4,15,13,5,2,7,0,0.0,1.0
MTL,20293,OTT,1,0,2020,19,16,4,15,9,7,3,5,1,0.0,0.0
WPG,20294,VAN,0,0,2020,21,17,8,13,10,7,2,5,1,0.0,1.0
BUF,20295,NJD,0,0,2020,18,19,8,10,5,14,5,1,1,0.0,1.0
CAR,20296,TBL,1,0,2020,19,19,14,5,13,6,8,7,0,1.0,0.0
LAK,20297,STL,0,0,2020,20,17,10,10,7,10,4,4,1,0.0,1.0
CGY,20298,TOR,0,0,2020,19,18,14,5,8,10,7,4,1,1.0,0.0
VGK,20299,COL,0,0,2020,19,17,12,7,12,5,6,7,1,1.0,0.0
ANA,20300,ARI,1,0,2020,18,19,5,13,7,12,2,4,1,0.0,0.0
NYI,20301,NJD,0,0,2020,19,19,8,11,10,9,4,7,0,0.0,0.0
PIT,20302,WSH,0,0,2020,19,19,10,9,10,9,4,5,0,0.0,1.0
DAL,20303,FLA,0,0,2020,19,20,13,6,6,14,6,1,1,0.0,0.0
CHI,20304,CBJ,0,0,2020,19,20,8,11,10,10,4,7,1,0.0,1.0
NSH,20305,DET,0,0,2020,20,20,5,15,9,11,3,5,1,1.0,1.0
MTL,20306,OTT,1,0,2020,20,17,5,15,9,8,4,4,1,1.0,0.0
EDM,20307,VAN,0,0,2020,22,20,8,14,12,8,2,8,0,0.0,1.0
NYR,20308,PHI,1,0,2020,19,18,11,8,8,10,5,6,0,0.0,1.0
LAK,20309,STL,0,0,2020,21,18,10,11,8,10,3,5,1,0.0,1.0
CGY,20310,TOR,1,0,2020,20,19,14,6,9,10,7,5,1,0.0,1.0
ANA,20311,ARI,1,0,2020,19,20,6,13,7,13,3,4,1,1.0,0.0
BOS,20312,NYI,1,0,2020,20,19,11,9,13,6,7,7,1,1.0,1.0
PIT,20313,WSH,1,0,2020,20,20,10,10,11,9,4,6,0,0.0,1.0
CAR,20314,TBL,1,0,2020,20,20,15,5,13,7,8,6,0,1.0,0.0
DAL,20315,FLA,1,0,2020,20,21,13,7,7,14,5,1,1,0.0,1.0
CHI,20316,CBJ,0,0,2020,20,21,8,12,11,10,4,8,1,0.0,1.0
NSH,20317,DET,1,0,2020,21,21,5,16,10,11,3,5,1,0.0,1.0
CGY,20318,OTT,1,0,2020,21,20,6,15,9,11,4,5,1,1.0,0.0
MTL,20319,WPG,1,0,2020,18,18,11,7,9,9,6,4,0,1.0,0.0
EDM,20320,VAN,0,0,2020,23,21,8,15,13,8,2,8,0,0.0,1.0
COL,20321,ARI,0,0,2020,20,20,7,13,12,8,3,6,1,1.0,0.0
PHI,20322,BUF,0,0,2020,20,20,6,14,12,8,2,5,1,1.0,1.0
BOS,20323,NYR,1,0,2020,19,20,8,11,13,7,5,6,1,0.0,0.0
LAK,20324,MIN,1,0,2020,20,19,14,6,9,10,8,6,0,1.0,1.0
VGK,20325,ANA,0,0,2020,21,18,7,14,13,5,3,7,1,0.0,1.0
STL,20326,SJS,1,0,2020,18,22,7,11,10,12,4,3,1,1.0,0.0
WSH,20327,NJD,0,0,2020,20,21,8,12,11,10,3,5,0,0.0,1.0
PIT,20328,NYI,0,0,2020,21,21,12,9,11,10,7,6,1,1.0,0.0
DAL,20329,TBL,1,0,2020,21,22,16,5,7,15,8,1,1,1.0,0.0
CAR,20330,FLA,0,0,2020,21,21,14,7,13,8,6,5,1,1.0,0.0
DET,20331,CHI,0,0,2020,22,22,12,10,6,16,8,4,0,1.0,1.0
CBJ,20332,NSH,1,0,2020,22,21,10,12,8,13,5,4,1,0.0,0.0
CGY,20333,OTT,0,0,2020,22,21,7,15,9,12,5,4,1,1.0,0.0
MTL,20334,WPG,1,0,2020,19,19,12,7,9,10,7,3,0,1.0,0.0
TOR,20335,EDM,0,0,2020,22,21,14,8,15,6,8,7,1,1.0,1.0
LAK,20336,MIN,1,0,2020,21,20,15,6,9,11,9,6,0,1.0,0.0
COL,20337,ARI,0,0,2020,21,21,7,14,13,8,3,6,1,0.0,1.0
VGK,20338,ANA,0,0,2020,22,19,7,15,14,5,3,7,1,0.0,1.0
STL,20339,SJS,0,0,2020,19,23,8,11,10,13,5,3,1,1.0,0.0
PHI,20340,BUF,0,0,2020,21,21,6,15,13,8,2,6,1,0.0,1.0
PIT,20341,NYI,1,0,2020,22,22,12,10,12,10,6,6,1,0.0,1.0
BOS,20342,NYR,0,0,2020,20,21,9,11,13,8,5,5,1,1.0,0.0
DET,20343,CHI,1,0,2020,23,23,12,11,7,16,7,4,0,0.0,1.0
CBJ,20344,NSH,1,0,2020,23,22,11,12,8,14,6,3,1,1.0,0.0
VAN,20345,WPG,0,0,2020,20,24,13,7,8,16,7,2,1,1.0,0.0
WSH,20346,NJD,0,0,2020,21,22,8,13,12,10,3,6,0,0.0,1.0
DAL,20347,TBL,1,0,2020,22,23,17,5,7,16,8,1,1,1.0,0.0
CAR,20348,FLA,0,0,2020,22,22,14,8,14,8,5,6,1,0.0,1.0
CGY,20349,OTT,1,0,2020,23,22,7,16,10,12,5,4,1,0.0,1.0
TOR,20350,EDM,0,0,2020,23,22,14,9,16,6,8,7,1,0.0,1.0
MIN,20351,VGK,1,0,2020,20,22,15,5,16,6,7,9,1,1.0,1.0
STL,20352,ANA,0,0,2020,23,24,7,16,11,13,2,3,0,0.0,1.0
COL,20353,SJS,1,0,2020,20,22,8,12,14,8,5,7,0,0.0,1.0
BUF,20354,NYR,1,0,2020,21,22,9,12,6,16,4,2,1,0.0,0.0
PHI,20355,PIT,1,0,2020,23,22,12,11,14,8,6,7,1,0.0,1.0
DET,20356,CBJ,1,0,2020,23,24,8,15,7,17,3,4,0,0.0,0.0
OTT,20357,MTL,1,0,2020,20,24,9,11,8,16,2,6,0,0.0,1.0
VAN,20358,WPG,1,0,2020,21,25,13,8,9,16,6,3,1,0.0,1.0
WSH,20359,BOS,0,0,2020,22,23,14,8,13,10,5,6,0,1.0,1.0
TOR,20360,EDM,0,0,2020,24,23,14,10,17,6,7,7,1,0.0,1.0
MIN,20361,VGK,1,0,2020,21,23,16,5,16,7,7,8,1,1.0,0.0
STL,20362,ANA,0,0,2020,24,25,7,17,12,13,2,4,0,0.0,1.0
COL,20363,SJS,0,0,2020,21,23,9,12,14,9,5,6,0,1.0,0.0
NJD,20364,NYR,0,0,2020,22,22,10,12,8,14,5,3,1,1.0,0.0
DET,20365,CAR,1,0,2020,23,25,15,8,7,18,6,4,1,1.0,0.0
PHI,20366,PIT,0,0,2020,24,23,13,11,14,9,7,6,1,1.0,0.0
TBL,20367,CHI,0,0,2020,24,23,13,11,18,5,7,8,0,1.0,1.0
FLA,20368,NSH,0,0,2020,24,23,12,12,14,9,7,5,0,1.0,0.0
WPG,20369,MTL,0,0,2020,21,22,10,11,14,8,3,7,1,1.0,1.0
OTT,20370,CGY,1,0,2020,23,25,10,13,8,17,3,6,1,0.0,0.0
TOR,20371,VAN,1,0,2020,26,24,9,17,18,6,3,7,1,0.0,1.0
CBJ,20372,DAL,0,0,2020,24,24,7,17,9,15,1,3,1,0.0,1.0
WSH,20373,BOS,1,0,2020,23,24,14,9,14,10,4,6,0,0.0,1.0
NYR,20374,NJD,0,0,2020,23,23,9,14,10,13,3,5,0,1.0,0.0
BUF,20375,NYI,1,0,2020,23,23,13,10,6,17,6,2,1,1.0,0.0
TBL,20376,CHI,1,0,2020,25,24,13,12,19,5,7,8,0,0.0,1.0
ANA,20377,COL,1,0,2020,24,25,15,9,7,18,7,1,1,1.0,0.0
MIN,20378,ARI,0,0,2020,22,24,7,15,16,8,3,7,0,0.0,0.0
STL,20379,LAK,0,0,2020,21,26,9,12,13,13,6,5,1,0.0,1.0
VGK,20380,SJS,0,0,2020,22,22,9,13,17,5,5,7,0,0.0,1.0
FLA,20381,NSH,0,0,2020,25,24,12,13,15,9,6,5,0,0.0,1.0
WPG,20382,MTL,1,0,2020,22,23,10,12,15,8,2,7,1,0.0,1.0
CGY,20383,EDM,1,0,2020,25,24,14,11,11,13,6,4,0,0.0,1.0
TOR,20384,VAN,1,0,2020,27,25,10,17,18,7,4,7,1,1.0,0.0
CBJ,20385,DAL,1,0,2020,25,25,7,18,10,15,1,3,1,0.0,1.0
ANA,20386,COL,0,0,2020,25,26,16,9,7,19,7,0,1,1.0,0.0
MIN,20387,ARI,1,0,2020,23,25,7,16,17,8,3,7,0,0.0,1.0
STL,20388,LAK,1,0,2020,22,27,9,13,14,13,6,5,1,0.0,1.0
VGK,20389,SJS,0,0,2020,23,23,9,14,18,5,4,7,0,0.0,1.0
PHI,20390,BOS,0,0,2020,24,24,15,9,15,9,4,7,1,1.0,1.0
BUF,20391,NYI,1,0,2020,24,24,14,10,6,18,7,2,1,1.0,0.0
NJD,20392,WSH,1,0,2020,25,24,14,11,9,15,5,3,1,0.0,0.0
NYR,20393,PIT,1,0,2020,25,24,13,12,11,13,6,6,0,0.0,1.0
TBL,20394,CHI,0,0,2020,26,25,14,12,19,6,7,8,0,1.0,0.0
OTT,20395,CGY,0,0,2020,25,26,11,14,8,18,3,5,1,0.0,0.0
OTT,20396,EDM,1,0,2020,26,27,15,11,9,18,6,5,1,1.0,1.0
MTL,20397,VAN,1,0,2020,28,23,11,17,11,12,4,3,1,1.0,1.0
VGK,20398,MIN,1,0,2020,26,24,17,9,19,5,6,8,0,0.0,1.0
ARI,20399,COL,0,0,2020,26,24,16,10,8,16,6,4,1,0.0,1.0
LAK,20400,ANA,1,0,2020,27,23,8,19,10,13,1,6,1,1.0,1.0
BOS,20401,NYI,1,0,2020,25,25,15,10,15,10,7,3,1,1.0,0.0
BUF,20402,PHI,1,0,2020,25,25,16,9,6,19,7,2,0,1.0,0.0
NJD,20403,WSH,1,0,2020,26,25,15,11,9,16,6,3,1,1.0,0.0
NSH,20404,CAR,1,0,2020,24,26,16,8,12,14,7,6,0,1.0,0.0
NYR,20405,PIT,1,0,2020,26,25,14,12,11,14,6,6,0,1.0,0.0
FLA,20406,CBJ,0,0,2020,26,25,10,16,16,9,3,5,0,0.0,1.0
TBL,20407,DET,0,0,2020,26,26,7,19,20,6,3,8,1,0.0,1.0
WPG,20408,TOR,0,0,2020,26,24,18,8,15,9,7,7,1,0.0,0.0
CHI,20409,DAL,1,0,2020,26,27,8,18,14,13,2,6,1,1.0,0.0
OTT,20410,EDM,1,0,2020,27,28,16,11,9,19,7,5,1,1.0,0.0
MTL,20411,VAN,0,0,2020,29,24,12,17,11,13,5,3,1,1.0,0.0
VGK,20412,MIN,1,0,2020,27,25,18,9,19,6,6,7,0,1.0,0.0
ARI,20413,COL,1,0,2020,27,25,16,11,9,16,6,5,1,0.0,1.0
LAK,20414,ANA,0,0,2020,28,24,9,19,10,14,2,6,1,1.0,0.0
NYR,20415,BOS,1,0,2020,26,26,15,11,11,15,3,5,0,0.0,0.0
PIT,20416,BUF,0,0,2020,26,27,6,20,15,12,2,7,1,0.0,1.0
NJD,20417,NYI,1,0,2020,26,26,16,10,9,17,7,2,0,1.0,0.0
WSH,20418,PHI,0,0,2020,26,27,17,9,16,11,7,6,0,1.0,1.0
NSH,20419,CAR,1,0,2020,25,27,17,8,12,15,7,5,0,1.0,0.0
FLA,20420,CBJ,0,0,2020,27,26,10,17,17,9,3,6,0,0.0,1.0
TBL,20421,DET,1,0,2020,27,27,7,20,21,6,3,9,1,0.0,1.0
WPG,20422,TOR,1,0,2020,27,25,18,9,16,9,6,7,1,0.0,1.0
MTL,20423,CGY,1,0,2020,26,25,11,15,12,13,3,3,1,0.0,1.0
CHI,20424,DAL,0,0,2020,27,28,9,18,14,14,3,5,1,1.0,0.0
VGK,20425,STL,0,0,2020,28,26,14,14,19,7,5,7,0,0.0,0.0
OTT,20426,EDM,1,0,2020,28,29,17,11,9,20,7,5,1,1.0,0.0
ARI,20427,MIN,1,0,2020,28,26,19,9,9,17,7,4,1,1.0,0.0
LAK,20428,COL,1,0,2020,28,25,17,11,11,14,6,6,1,1.0,1.0
SJS,20429,ANA,0,0,2020,29,24,9,20,9,15,2,4,1,0.0,0.0
NYR,20430,BOS,0,0,2020,27,27,16,11,11,16,4,4,0,1.0,0.0
PIT,20431,BUF,0,0,2020,27,28,6,21,16,12,2,7,1,0.0,1.0
NYI,20432,NJD,0,0,2020,27,27,9,18,17,10,1,7,0,0.0,1.0
WSH,20433,PHI,0,0,2020,27,28,17,10,17,11,6,7,0,0.0,1.0
NSH,20434,TBL,1,0,2020,28,28,21,7,12,16,8,4,1,0.0,0.0
CHI,20435,FLA,1,0,2020,27,29,18,9,15,14,6,6,1,1.0,1.0
DAL,20436,CBJ,1,0,2020,28,28,10,18,9,19,2,3,0,0.0,0.0
VGK,20437,STL,0,0,2020,29,27,14,15,20,7,4,8,0,0.0,1.0
WPG,20438,TOR,0,0,2020,28,26,19,9,16,10,6,7,1,1.0,0.0
MTL,20439,CGY,1,0,2020,27,26,12,15,12,14,4,3,1,1.0,0.0
EDM,20440,VAN,1,0,2020,30,29,12,18,18,11,4,7,0,0.0,1.0
SJS,20441,ANA,0,0,2020,30,25,9,21,10,15,2,5,1,0.0,1.0
CAR,20442,DET,0,0,2020,28,26,8,20,18,8,4,7,0,1.0,1.0
TOR,20443,OTT,1,0,2020,30,29,9,21,19,10,4,5,1,0.0,0.0
ARI,20444,MIN,1,0,2020,29,27,20,9,9,18,7,4,1,1.0,0.0
LAK,20445,COL,1,0,2020,29,26,18,11,11,15,6,5,1,1.0,0.0
PHI,20446,NYR,0,0,2020,28,28,12,16,17,11,4,6,0,1.0,0.0
NYI,20447,WSH,1,0,2020,29,28,18,11,18,10,8,8,1,1.0,1.0
NSH,20448,TBL,0,0,2020,29,29,22,7,12,17,8,4,1,1.0,0.0
CHI,20449,FLA,1,0,2020,28,30,19,9,15,15,6,5,1,1.0,0.0
BOS,20450,PIT,1,0,2020,29,28,17,12,16,12,7,4,0,1.0,0.0
DAL,20451,CBJ,0,0,2020,29,29,11,18,9,20,3,3,0,1.0,0.0
VAN,20452,OTT,0,0,2020,31,31,10,21,13,18,4,5,0,1.0,1.0
MTL,20453,WPG,0,0,2020,27,27,17,10,12,15,7,3,0,1.0,0.0
EDM,20454,CGY,1,0,2020,28,30,13,15,18,12,5,6,0,1.0,0.0
SJS,20455,VGK,1,0,2020,28,26,21,7,11,15,8,5,1,1.0,1.0
STL,20456,LAK,0,0,2020,27,30,11,16,14,16,4,4,1,0.0,0.0
BUF,20457,NJD,1,0,2020,28,28,9,19,6,22,1,2,1,0.0,0.0
NYI,20458,WSH,1,0,2020,30,29,19,11,18,11,9,8,1,1.0,0.0
BOS,20459,PIT,0,0,2020,30,29,18,12,16,13,7,3,0,1.0,0.0
CAR,20460,DET,1,0,2020,29,27,8,21,19,8,4,7,0,0.0,1.0
ARI,20461,ANA,0,0,2020,31,28,9,22,9,19,2,4,0,0.0,0.0
PHI,20462,NYR,1,0,2020,29,29,12,17,18,11,4,7,0,0.0,1.0
VAN,20463,OTT,0,0,2020,32,32,10,22,14,18,3,6,0,0.0,1.0
MTL,20464,WPG,1,0,2020,28,28,17,11,13,15,6,4,0,0.0,1.0
EDM,20465,CGY,0,0,2020,29,31,14,15,18,13,5,5,0,1.0,0.0
SJS,20466,VGK,1,0,2020,29,27,22,7,11,16,8,5,1,1.0,0.0
STL,20467,LAK,1,0,2020,28,31,11,17,15,16,3,5,1,0.0,1.0
BOS,20468,BUF,0,0,2020,29,30,6,23,17,13,1,4,0,0.0,1.0
PHI,20469,NYI,0,0,2020,30,30,18,12,18,12,7,6,0,0.0,0.0
CBJ,20470,CAR,0,0,2020,28,30,19,9,11,19,6,3,1,0.0,0.0
CHI,20471,TBL,1,0,2020,30,31,22,8,15,16,7,4,0,0.0,0.0
NSH,20472,FLA,0,0,2020,29,30,20,9,13,17,7,4,0,1.0,1.0
DAL,20473,DET,1,0,2020,30,30,9,21,10,20,4,4,0,1.0,1.0
WPG,20474,EDM,1,0,2020,32,29,19,13,18,11,5,6,0,1.0,1.0
MIN,20475,COL,1,0,2020,30,30,19,11,21,9,7,7,1,1.0,1.0
ARI,20476,ANA,1,0,2020,32,29,9,23,10,19,2,4,0,0.0,1.0
PIT,20477,NJD,0,0,2020,29,31,10,19,18,13,2,7,0,1.0,0.0
NYR,20478,WSH,1,0,2020,31,30,20,11,13,17,9,4,0,1.0,1.0
VAN,20479,MTL,0,0,2020,29,33,13,16,15,18,4,7,0,0.0,1.0
CGY,20480,TOR,0,0,2020,30,30,19,11,14,16,5,5,1,0.0,0.0
VGK,20481,LAK,0,0,2020,29,30,12,17,23,7,3,8,0,1.0,1.0
STL,20482,SJS,0,0,2020,28,32,11,17,15,17,4,5,1,0.0,0.0
BOS,20483,BUF,0,0,2020,30,31,6,24,18,13,0,5,0,0.0,1.0
PHI,20484,NYI,1,0,2020,31,31,18,13,19,12,6,6,0,0.0,1.0
CBJ,20485,CAR,0,0,2020,29,31,19,10,12,19,6,4,1,0.0,1.0
CHI,20486,TBL,1,0,2020,31,32,23,8,15,17,7,3,0,1.0,0.0
NSH,20487,FLA,1,0,2020,30,31,20,10,14,17,7,4,0,0.0,1.0
DAL,20488,DET,0,0,2020,31,31,10,21,10,21,5,3,0,1.0,0.0
VAN,20489,MTL,1,0,2020,30,34,13,17,16,18,4,8,0,0.0,1.0
CGY,20490,TOR,1,0,2020,31,31,19,12,15,16,4,6,1,0.0,1.0
WPG,20491,EDM,1,0,2020,33,30,20,13,18,12,6,5,0,1.0,0.0
MIN,20492,COL,1,0,2020,31,31,20,11,21,10,7,6,1,1.0,0.0
STL,20493,SJS,0,0,2020,29,33,11,18,16,17,3,6,1,0.0,1.0
PIT,20494,NJD,0,0,2020,30,32,10,20,19,13,2,7,0,0.0,1.0
VGK,20495,LAK,1,0,2020,30,31,12,18,24,7,3,8,0,0.0,1.0
BUF,20496,NYR,1,0,2020,31,31,13,18,6,25,4,0,1,0.0,0.0
CAR,20497,CBJ,0,0,2020,32,30,13,19,19,11,5,6,1,1.0,0.0
EDM,20498,MTL,1,0,2020,31,34,14,17,21,13,4,7,0,1.0,1.0
CGY,20499,OTT,1,0,2020,33,32,10,23,15,17,3,5,1,0.0,0.0
WPG,20500,VAN,0,0,2020,35,31,16,19,18,13,7,5,1,0.0,0.0
ANA,20501,MIN,1,0,2020,32,33,21,11,10,23,5,3,1,0.0,1.0
COL,20502,ARI,0,0,2020,30,32,10,20,21,11,3,7,1,0.0,1.0
LAK,20503,SJS,1,0,2020,30,31,11,19,13,18,3,4,0,0.0,1.0
NJD,20504,PHI,0,0,2020,32,31,19,13,10,21,5,2,1,0.0,0.0
FLA,20505,CHI,1,0,2020,33,31,15,18,21,10,3,7,1,0.0,1.0
DET,20506,NSH,1,0,2020,32,32,14,18,10,22,4,4,1,0.0,0.0
TBL,20507,DAL,0,0,2020,32,32,11,21,24,8,4,7,1,1.0,1.0
COL,20508,ARI,1,0,2020,31,33,10,21,22,11,3,8,1,0.0,1.0
BUF,20509,PIT,1,0,2020,33,32,20,13,6,26,8,0,0,1.0,0.0
EDM,20510,MTL,0,0,2020,32,35,15,17,21,14,5,7,0,1.0,0.0
CGY,20511,OTT,1,0,2020,34,33,11,23,15,18,3,5,1,1.0,0.0
WPG,20512,VAN,0,0,2020,36,32,16,20,19,13,7,5,1,0.0,1.0
ANA,20513,MIN,1,0,2020,33,34,22,11,10,24,6,3,1,1.0,0.0
LAK,20514,SJS,1,0,2020,31,32,12,19,13,19,3,4,0,1.0,0.0
NYI,20515,BOS,0,0,2020,32,32,19,13,19,13,5,7,1,1.0,1.0
